Organism_Name,Group name,Domain/Realm name,Kingdom name,Phylum name,Class name,Order name,Family name,Genus name,Species taxid,acc,query,tar_tco,full_e_tco,full_score_tco,full_bias_tco,dom_e_tco,dom_score_tco,dom_bias_tco,tar_RAPTOR,full_e_RAPTOR,full_score_RAPTOR,full_bias_RAPTOR,dom_e_RAPTOR,dom_score_RAPTOR,dom_bias_RAPTOR,ProteinPresence
Candida maltosa Xu316,NA,NA,NA,NA,NA,NA,NA,NA,1245528,GCA_050495715.1,PTHR12848.orig.30.pir,KAL6453556.1,8.3e-9,33.4,36.7,8e-8,30.2,0.7,KAL6453491.1,0,1409.3,0.6,0,1408.9,0.6,TCO and RAPTOR
Candidozyma auris,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Pichiomycetes,Serinales,Metschnikowiaceae,Candidozyma,498019,GCA_050656045.1,PTHR12848.orig.30.pir,KAL6672516.1,2.9e-11,41.5,42.9,2.4e-7,28.6,30.8,KAL6668873.1,0,1410.5,1.5,0,1410.1,1.5,TCO and RAPTOR
Candidozyma auris,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Pichiomycetes,Serinales,Metschnikowiaceae,Candidozyma,498019,GCA_050656055.1,PTHR12848.orig.30.pir,KAL6675977.1,2.9e-11,41.5,42.9,2.4e-7,28.6,30.8,KAL6679804.1,0,1410.5,1.5,0,1410.1,1.5,TCO and RAPTOR
Candidozyma auris,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Pichiomycetes,Serinales,Metschnikowiaceae,Candidozyma,498019,GCA_050656065.1,PTHR12848.orig.30.pir,KAL6671071.1,2.9e-11,41.5,42.9,2.4e-7,28.6,30.8,KAL6665913.1,0,1410.5,1.5,0,1410.1,1.5,TCO and RAPTOR
Candidozyma auris,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Pichiomycetes,Serinales,Metschnikowiaceae,Candidozyma,498019,GCA_050656165.1,PTHR12848.orig.30.pir,KAL6683128.1,2.9e-11,41.5,42.9,2.4e-7,28.6,30.8,KAL6681847.1,0,1410.5,1.5,0,1410.1,1.5,TCO and RAPTOR
Candidozyma auris,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Pichiomycetes,Serinales,Metschnikowiaceae,Candidozyma,498019,GCA_050656175.1,PTHR12848.orig.30.pir,KAL6686006.1,2.9e-11,41.5,42.9,2.4e-7,28.6,30.8,KAL6689208.1,0,1410.5,1.5,0,1410.1,1.5,TCO and RAPTOR
Coniothyrium glycines,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Coniothyriaceae,Coniothyrium,1077358,GCA_050859405.1,PTHR12848.orig.30.pir,KAL6710113.1,8e-9,34.4,2.7,8e-9,34.4,2.7,KAL6712529.1,0,1503.2,2.3,0,1502.6,2.3,TCO and RAPTOR
Hanseniaspora valbyensis,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycodales,Saccharomycodaceae,Hanseniaspora,53685,GCA_050947565.1,PTHR12848.orig.30.pir,KAL6929766.1,4.8e-23,80.3,44.3,4.8e-23,80.3,44.3,KAL6928813.1,8e-277,920,19.5,1.1e-276,919.5,19.5,TCO and RAPTOR
Hanseniaspora guilliermondii,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycodales,Saccharomycodaceae,Hanseniaspora,56406,GCA_050947605.1,PTHR12848.orig.30.pir,KAL6930678.1,1.7e-10,38.6,124,3e-7,27.9,122.8,KAL6933921.1,0,1260.1,12.6,0,1259.7,12.6,TCO and RAPTOR
Hanseniaspora opuntiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycodales,Saccharomycodaceae,Hanseniaspora,211096,GCA_050947625.1,PTHR12848.orig.30.pir,KAL6932326.1,1.1e-13,49.1,112.8,1e-11,42.7,112.4,KAL6936866.1,0,1264,13.5,0,1263.6,13.5,TCO and RAPTOR
Hanseniaspora osmophila,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycodales,Saccharomycodaceae,Hanseniaspora,56408,GCA_050947655.1,PTHR12848.orig.30.pir,KAL6939447.1,1.7999999999999998e-48,164.1,85.5,4.7999999999999997e-35,119.8,54.6,KAL6943283.1,0,1281.8,17.7,0,1281.4,17.7,TCO and RAPTOR
Hanseniaspora vineae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycodales,Saccharomycodaceae,Hanseniaspora,56409,GCA_050947685.1,PTHR12848.orig.30.pir,KAL6942358.1,2.0999999999999998e-47,160.6,88.9,9e-44,148.6,88.9,KAL6946811.1,0,1272.6,18,0,1272.2,18,TCO and RAPTOR
Hanseniaspora uvarum,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycodales,Saccharomycodaceae,Hanseniaspora,29833,GCA_050947715.1,PTHR12848.orig.30.pir,KAL6943773.1,2.2e-23,81.1,73.6,2.2e-23,81.1,73.6,KAL6949276.1,0,1262.8,10.3,0,1262.3,10.3,TCO and RAPTOR
Rhizina undulata,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Pezizomycetes,Pezizales,Rhizinaceae,Rhizina,44645,GCA_051227325.1,PTHR12848.orig.30.pir,KAL7266015.1,8.5e-11,41,24.3,5.2e-10,38.4,19.1,KAL7272939.1,0,1541,0,0,1540.6,0,TCO and RAPTOR
Mucor circinelloides,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Mucor,36080,GCA_051295215.1,PTHR12848.orig.30.pir,KAL7312367.1,1.3e-13,50.6,3.1,1.3e-13,50.6,3.1,KAL7316369.1,0,1365.5,7.7,0,1365.3,7.7,TCO and RAPTOR
Mucor circinelloides,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Mucor,36080,GCA_051307255.1,PTHR12848.orig.30.pir,KAL7325472.1,1.4e-13,50.6,3.1,1.4e-13,50.6,3.1,KAL7330538.1,0,1482.7,6.4,0,1482.3,6.4,TCO and RAPTOR
[Candida] zeylanoides,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Pichiomycetes,Serinales,Debaryomycetaceae,Kurtzmaniella,5493,GCA_051530125.1,PTHR12848.orig.30.pir,KAL7664124.1,5.4e-10,37.2,26.1,2e-7,28.8,1.3,KAL7663144.1,0,1391.7,0,0,1391.2,0,TCO and RAPTOR
Meyerozyma guilliermondii,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Pichiomycetes,Serinales,Debaryomycetaceae,Meyerozyma,4929,GCA_051546255.1,PTHR12848.orig.30.pir,XXZ97744.1,1.6e-14,52.4,56.4,1.7e-7,29.1,2.4,XYA02711.1,0,1418.6,0.2,0,1418.1,0.2,TCO and RAPTOR
Savitreella phatthalungensis,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Taphrinomycetes,Taphrinales,NA,Savitreella,3025216,GCA_051599415.1,PTHR12848.orig.30.pir,BFZ56508.1,1.6e-15,55.7,0.5,1.6e-15,55.7,0.5,BFZ58664.1,0,1435.2,0,0,1434.7,0,TCO and RAPTOR
Saitoella coloradoensis,ascomycete fungi,Eukaryota,Fungi,Ascomycota,NA,NA,NA,Saitoella,1099800,GCA_051599425.1,PTHR12848.orig.30.pir,BFZ59600.1,1e-10,40,0.1,1e-10,40,0.1,BFZ64644.1,0,1561.3,0,0,1560.9,0,TCO and RAPTOR
Sorochytrium milnesiophthora,blastocladiomycete fungi,Eukaryota,Fungi,Blastocladiomycota,Blastocladiomycetes,Blastocladiales,Sorochytriaceae,Sorochytrium,3075319,GCA_051624525.1,PTHR12848.orig.30.pir,KAL7750188.1,6e-8,31.3,1.8,1.2e-7,30.3,1.8,KAL7747194.1,0,1278.6,10.9,0,1268,10.9,TCO and RAPTOR
Gaeumannomyces tritici,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Magnaporthaceae,Gaeumannomyces,36779,GCA_051938625.1,PTHR12848.orig.30.pir,KAL8304486.1,2.2e-7,30.2,0,2.2e-7,30.2,0,KAL8290879.1,0,1475.8,0.4,0,1475.3,0.4,TCO and RAPTOR
Gaeumannomyces tritici,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Magnaporthaceae,Gaeumannomyces,36779,GCA_051938685.1,PTHR12848.orig.30.pir,KAL8332100.1,2.4e-7,30.2,0,2.4e-7,30.2,0,KAL8323754.1,0,1476.3,0.4,0,1475.8,0.4,TCO and RAPTOR
Gaeumannomyces tritici,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Magnaporthaceae,Gaeumannomyces,36779,GCA_051938685.1,PTHR12848.orig.30.pir,KAL8332101.1,2.4e-7,30.2,0,2.4e-7,30.2,0,KAL8323754.1,0,1476.3,0.4,0,1475.8,0.4,TCO and RAPTOR
Gaeumannomyces tritici,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Magnaporthaceae,Gaeumannomyces,36779,GCA_051938715.1,PTHR12848.orig.30.pir,KAL8360551.1,2.2e-7,30.2,0,2.2e-7,30.2,0,KAL8351336.1,0,1476.4,0.4,0,1475.8,0.4,TCO and RAPTOR
Gaeumannomyces tritici,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Magnaporthaceae,Gaeumannomyces,36779,GCA_051938735.1,PTHR12848.orig.30.pir,KAL8328526.1,2.2e-7,30.2,0,2.2e-7,30.2,0,KAL8325865.1,0,1476.3,0.4,0,1475.8,0.4,TCO and RAPTOR
Gaeumannomyces tritici,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Magnaporthaceae,Gaeumannomyces,36779,GCA_051938735.1,PTHR12848.orig.30.pir,KAL8328527.1,2.2e-7,30.2,0,2.2e-7,30.2,0,KAL8325865.1,0,1476.3,0.4,0,1475.8,0.4,TCO and RAPTOR
Gaeumannomyces tritici,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Magnaporthaceae,Gaeumannomyces,36779,GCA_051938765.1,PTHR12848.orig.30.pir,KAL8361178.1,2.1e-7,30.2,0,2.1e-7,30.2,0,KAL8354919.1,0,1475.9,0.4,0,1475.1,0.4,TCO and RAPTOR
Gaeumannomyces avenae,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Magnaporthaceae,Gaeumannomyces,36778,GCA_051938825.1,PTHR12848.orig.30.pir,KAL8422719.1,2.2e-7,30.1,0,2.2e-7,30.1,0,KAL8417332.1,0,1476.3,0.5,0,1475.7,0.5,TCO and RAPTOR
Gaeumannomyces avenae,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Magnaporthaceae,Gaeumannomyces,36778,GCA_051938895.1,PTHR12848.orig.30.pir,KAL8417536.1,2.1e-7,30.1,0,2.1e-7,30.1,0,KAL8413347.1,0,1476.3,0.5,0,1475.7,0.5,TCO and RAPTOR
Mucor atramentarius,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Mucor,2021224,GCA_052058875.1,PTHR12848.orig.30.pir,KAL9543030.1,1.2e-13,50.5,3,1.2e-13,50.5,3,KAL9541689.1,0,1480.9,7,0,1480.6,7,TCO and RAPTOR
Mucor bainieri,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Mucor,1095379,GCA_052058895.1,PTHR12848.orig.30.pir,KAL9546760.1,7e-15,54.7,2.1,7e-15,54.7,2.1,KAL9536908.1,0,1476.1,7.1,0,1475.7,7.1,TCO and RAPTOR
Debaryomyces tyrocola,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Pichiomycetes,Serinales,Debaryomycetaceae,Debaryomyces,522358,GCA_900006135.1,PTHR12848.orig.30.pir,CUM57695.1,2.9e-10,38.5,73.9,1.2e-8,33.2,8,CUM51022.1,0,1418.5,11.1,0,1418,11.1,TCO and RAPTOR
Debaryomyces fabryi,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Pichiomycetes,Serinales,Debaryomycetaceae,Debaryomyces,58627,GCA_900007135.1,PTHR12848.orig.30.pir,CUM56921.1,7e-15,53.7,68.1,3.4e-9,34.9,9.8,CUM46502.1,0,1418.3,10.8,0,1417.8,10.8,TCO and RAPTOR
Priceomyces carsonii,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Pichiomycetes,Serinales,Debaryomycetaceae,Priceomyces,28549,GCA_900007245.1,PTHR12848.orig.30.pir,CUM65775.1,4.3e-11,41.2,43.4,7e-7,27.3,1.9,CUM66688.1,0,1420.7,0.2,0,1420.2,0.2,TCO and RAPTOR
Tuber aestivum,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Pezizomycetes,Pezizales,Tuberaceae,Tuber,59557,GCA_900010015.1,PTHR12848.orig.30.pir,CUS13027.1,3.5e-10,38.8,4.6,2.5e-5,22.7,0,CUS08814.1,0,1535.7,3.9,0,1532.3,0,TCO and RAPTOR
Lachancea meyersii CBS 8951,NA,NA,NA,NA,NA,NA,NA,NA,1266667,GCA_900074715.1,PTHR12848.orig.30.pir,SCU84185.1,1.1999999999999997e-108,362.8,60.4,1.8999999999999995e-108,362.2,60.4,SCV02479.1,0,1355.6,8.6,0,1355.1,8.6,TCO and RAPTOR
Lachancea dasiensis,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Lachancea,1072105,GCA_900074725.1,PTHR12848.orig.30.pir,SCU84311.1,8.599999999999999e-97,323.7,38.2,1.1999999999999999e-96,323.3,38.2,SCU79614.1,0,1360.4,6.6,0,1360,6.6,TCO and RAPTOR
Lachancea sp. 'fantastica',budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Lachancea,1230904,GCA_900074735.1,PTHR12848.orig.30.pir,SCU81117.1,1.3999999999999997e-100,336.3,57.9,2.0999999999999998e-100,335.7,57.9,SCU86549.1,0,1368.2,11.8,0,1367.6,11.8,TCO and RAPTOR
Lachancea mirantina,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Lachancea,1230905,GCA_900074745.1,PTHR12848.orig.30.pir,SCU88370.1,2.7999999999999997e-96,322,41.1,1.4e-54,184.4,20.4,SCU98563.1,0,1384.1,13.3,0,1383.7,13.3,TCO and RAPTOR
Lachancea nothofagi CBS 11611,NA,NA,NA,NA,NA,NA,NA,NA,1266666,GCA_900074755.1,PTHR12848.orig.30.pir,SCU99213.1,2.1e-111,372,49.4,4.299999999999999e-111,371,49.4,SCU86554.1,0,1362.8,12.1,0,1362.3,12.1,TCO and RAPTOR
Lachancea fermentati,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Lachancea,4955,GCA_900074765.1,PTHR12848.orig.30.pir,SCW00500.1,1.5e-103,346.1,58.6,2.5e-101,338.7,58.6,SCW02083.1,0,1383.2,15.7,0,1382.7,15.7,TCO and RAPTOR
Absidia glauca,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Cunninghamellaceae,Absidia,4829,GCA_900079185.1,PTHR12848.orig.30.pir,SAM02086.1,2.2e-10,40.1,0.5,2.2e-10,40.1,0.5,SAM08536.1,0,1431.6,8,0,1431.4,8,TCO and RAPTOR
Yarrowia lipolytica,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Dipodascomycetes,Dipodascales,NA,Yarrowia,4952,GCA_900087985.1,PTHR12848.orig.30.pir,SEI33281.1,4.9e-10,37.7,0.2,4.9e-10,37.7,0.2,SEI34649.1,0,1430.1,0.1,0,1429.6,0.1,TCO and RAPTOR
Nakaseomyces glabratus,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Nakaseomyces,5478,GCA_900096545.1,PTHR12848.orig.30.pir,SCV16402.1,4.6999999999999996e-229,760.3,55.1,6.3999999999999996e-229,759.9,55.1,SCV13603.1,0,1350.2,7.4,0,1349.8,7.4,TCO and RAPTOR
Sungouiella intermedia,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Pichiomycetes,Serinales,Metschnikowiaceae,Sungouiella,45354,GCA_900106115.1,PTHR12848.orig.30.pir,SGZ57318.1,2.2e-8,32.1,57.4,2.4e-6,25.4,1.8,SGZ51794.1,0,1409.9,0,0,1409.4,0,TCO and RAPTOR
Sungouiella intermedia,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Pichiomycetes,Serinales,Metschnikowiaceae,Sungouiella,45354,GCA_900106125.1,PTHR12848.orig.30.pir,SGZ57082.1,1.1e-8,33.2,57.7,2.6e-6,25.3,1.8,SGZ52157.1,0,1406.5,0.1,0,1406.1,0.1,TCO and RAPTOR
Hanseniaspora guilliermondii,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycodales,Saccharomycodaceae,Hanseniaspora,56406,GCA_900119595.1,PTHR12848.orig.30.pir,SGZ40145.1,2e-11,41.7,122.2,1.8e-8,31.9,121.1,SGZ39943.1,0,1259.3,13,0,1258.9,13,TCO and RAPTOR
Zygosaccharomyces bailii,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Zygosaccharomyces,4954,GCA_900162805.1,PTHR12848.orig.30.pir,SJM83212.1,5.2e-122,407,41.1,6.8e-122,406.6,41.1,SJM84021.1,0,1366.6,11.9,0,1366.2,11.9,TCO and RAPTOR
Nakaseomyces glabratus,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Nakaseomyces,5478,GCA_900166875.1,PTHR12848.orig.30.pir,SLM16200.1,4.6999999999999996e-229,760.3,55.1,6.299999999999999e-229,759.9,55.1,SLM11765.1,0,1350.2,7.4,0,1349.8,7.4,TCO and RAPTOR
Maudiozyma saulgeensis,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Maudiozyma,1789683,GCA_900180425.1,PTHR12848.orig.30.pir,SMN22551.1,8.1e-93,310.7,65.9,1.8e-92,309.6,65.9,SMN22722.1,0,1336.1,6.5,0,1335.7,6.5,TCO and RAPTOR
Pyrenophora teres f. maculata,NA,NA,NA,NA,NA,NA,NA,NA,97480,GCA_900231935.2,PTHR12848.orig.30.pir,CAA9966194.1,7.3e-8,31.3,2,7.3e-8,31.3,2,CAA9965633.1,0,1501.3,0.1,0,1500.9,0.1,TCO and RAPTOR
Pyrenophora teres f. teres,NA,NA,NA,NA,NA,NA,NA,NA,97479,GCA_900232045.3,PTHR12848.orig.30.pir,CAE7212740.1,7.9e-8,31.3,2,7.9e-8,31.3,2,CAE7205512.1,0,1502.6,0,0,1502.2,0,TCO and RAPTOR
Komagataella phaffii CBS 7435,NA,NA,NA,NA,NA,NA,NA,NA,981350,GCA_900235035.2,PTHR12848.orig.30.pir,CAH2446182.1,1.1e-20,72.6,3.8,1e-18,66.1,1.1,CAH2448394.1,0,1384.3,6.8,0,1384,6.8,TCO and RAPTOR
Saccharomycodes ludwigii,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycodales,Saccharomycodaceae,Saccharomycodes,36035,GCA_900491785.1,PTHR12848.orig.30.pir,SSD59336.1,5.1e-61,205.3,109.7,5.1e-61,205.3,109.7,SSD61518.1,0,1314.3,7.6,0,1313.8,7.6,TCO and RAPTOR
Yarrowia lipolytica,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Dipodascomycetes,Dipodascales,NA,Yarrowia,4952,GCA_900537225.1,PTHR12848.orig.30.pir,VBB77670.1,4.9e-10,37.7,0.2,4.9e-10,37.7,0.2,VBB79019.1,0,1430.1,0.1,0,1429.6,0.1,TCO and RAPTOR
Brettanomyces naardenensis,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Pichiomycetes,Pichiales,Pichiaceae,Brettanomyces,13370,GCA_900660285.1,PTHR12848.orig.30.pir,VEU22547.1,1.1e-21,75.9,30.3,3e-19,67.8,15.7,VEU19771.1,0,1295.7,0.1,0,1295.2,0.1,TCO and RAPTOR
Brettanomyces bruxellensis,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Pichiomycetes,Pichiales,Pichiaceae,Brettanomyces,5007,GCA_902155815.1,PTHR12848.orig.30.pir,VUG18455.1,3.2e-14,51.1,36.8,1e-12,46.1,29.4,VUG18223.1,0,1282.7,4.2,0,1282.3,4.2,TCO and RAPTOR
Maudiozyma barnettii,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Maudiozyma,61262,GCA_903064755.1,PTHR12848.orig.30.pir,CAB4256707.1,1.6e-89,299.8,68.5,1.6e-89,299.8,68.5,CAB4256206.1,0,1328.6,8.7,0,1328.2,8.7,TCO and RAPTOR
Aureobasidium pullulans,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Dothideales,Saccotheciaceae,Aureobasidium,5580,GCA_903819115.1,PTHR12848.orig.30.pir,CAC9884715.1,2.2e-8,33.1,0,2.2e-8,33.1,0,CAC9885363.1,0,1452.7,0,0,1452.2,0,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_903819125.2,PTHR12848.orig.30.pir,CAD6648776.1,6.9e-119,396.8,57.7,1.2e-118,396,57.7,CAD6629427.1,0,1421.4,19.5,0,1421,19.5,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_903819135.2,PTHR12848.orig.30.pir,CAD6489083.1,1.5e-117,392.5,64,3.2e-117,391.4,64,CAD6470169.1,0,1418,20,0,1417.6,20,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_903819145.2,PTHR12848.orig.30.pir,CAD6648853.1,1.5e-117,392.4,64.2,3.0999999999999998e-117,391.4,64.2,CAD6629946.1,0,1420.9,18.8,0,1420.5,18.8,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_903819155.2,PTHR12848.orig.30.pir,CAD6651656.1,1.8e-117,392.1,63.9,3.9e-117,391.1,63.9,CAD6633618.1,0,1420.9,18.8,0,1420.5,18.8,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_903819175.2,PTHR12848.orig.30.pir,CAD6651048.1,1.0999999999999999e-116,389.6,65.6,2.1e-116,388.7,65.6,CAD6632314.1,0,1420.8,19,0,1420.4,19,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_903819195.2,PTHR12848.orig.30.pir,CAD6649392.1,1.1999999999999999e-117,392.8,63.1,2.1e-117,391.9,63.1,CAD6630393.1,0,1293.7,13.6,2.0999999999999998e-201,670.4,2.6,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_903819205.2,PTHR12848.orig.30.pir,CAD6645546.1,1.3e-117,392.7,63.1,2.3e-117,391.8,63.1,CAD6628102.1,0,1418.2,19.1,0,1417.8,19.1,TCO and RAPTOR
Aureobasidium pullulans,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Dothideales,Saccotheciaceae,Aureobasidium,5580,GCA_903819455.1,PTHR12848.orig.30.pir,CAD0018432.1,9e-11,40.9,0.1,9e-11,40.9,0.1,CAD0019069.1,0,1397.7,0,0,1397.2,0,TCO and RAPTOR
Aureobasidium pullulans,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Dothideales,Saccotheciaceae,Aureobasidium,5580,GCA_903819465.1,PTHR12848.orig.30.pir,CAD0030418.1,1.5e-10,40.2,0.1,1.5e-10,40.2,0.1,CAD0029782.1,0,1456.6,0,0,1456.2,0,TCO and RAPTOR
Aureobasidium pullulans,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Dothideales,Saccotheciaceae,Aureobasidium,5580,GCA_903819485.1,PTHR12848.orig.30.pir,CAD0043335.1,9.6e-11,40.9,8.7,1.2e-10,40.5,0.1,CAD0042526.1,0,1447.5,0,0,1447.1,0,TCO and RAPTOR
Aureobasidium pullulans,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Dothideales,Saccotheciaceae,Aureobasidium,5580,GCA_903819495.1,PTHR12848.orig.30.pir,CAD0040782.1,9.8e-11,40.8,0.1,9.8e-11,40.8,0.1,CAD0041408.1,0,1446.9,0,0,1446.5,0,TCO and RAPTOR
Aureobasidium vineae,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Dothideales,Saccotheciaceae,Aureobasidium,2773715,GCA_903819635.1,PTHR12848.orig.30.pir,CAD0083574.1,2e-10,39.6,0,2e-10,39.6,0,CAD0087282.1,0,1410.2,0,0,1409.7,0,TCO and RAPTOR
Aureobasidium mustum,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Dothideales,Saccotheciaceae,Aureobasidium,2773714,GCA_903819665.1,PTHR12848.orig.30.pir,CAD0095264.1,1.2e-10,40.4,0,1.2e-10,40.4,0,CAD0099222.1,0,1449.7,0,0,1449.2,0,TCO and RAPTOR
Aureobasidium uvarum,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Dothideales,Saccotheciaceae,Aureobasidium,2773716,GCA_903853725.1,PTHR12848.orig.30.pir,CAD0107933.1,8.6e-11,40.8,0,8.6e-11,40.8,0,CAD0110072.1,0,1454.8,0,0,1454.3,0,TCO and RAPTOR
Maudiozyma barnettii,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Maudiozyma,61262,GCA_903987035.1,PTHR12848.orig.30.pir,CAD1785363.1,1.6e-89,299.8,68.5,1.6e-89,299.8,68.5,CAD1784814.1,0,1328.6,8.7,0,1328.2,8.7,TCO and RAPTOR
Candida parapsilosis,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Pichiomycetes,Serinales,Debaryomycetaceae,Candida,5480,GCA_903989565.1,PTHR12848.orig.30.pir,CAD1809873.1,1.7e-10,39.1,28,8.8e-7,26.9,18.2,CAD1810089.1,0,1415.5,0.4,0,1415,0.4,TCO and RAPTOR
Saccharomyces cerevisiae PE-2,NA,NA,NA,NA,NA,NA,NA,NA,1220494,GCA_905220315.1,PTHR12848.orig.30.pir,CAE6529477.1,8.6e-118,393.2,63.3,1.8e-117,392.1,63.3,CAE6492106.1,0,1423.5,18.8,0,1423.1,18.8,TCO and RAPTOR
